model_type,mesh_path,original_vertices,original_file_size,bpv,ratio_vertex,ratio_file_full,ratio_latent_only,p2s_dist,enc_time,dec_time
autoencoder,mantel/test/mantel_0353.obj,252,28754,65.01587301587301,0.4921875,4.391264508246793,14.0400390625,0.09628076513077241,0.18353390100003253,0.4575772100000677
autoencoder,mantel/test/mantel_0354.obj,252,28709,65.01587301587301,0.4921875,4.392441860465116,14.01806640625,0.06738254879748218,0.14013512300005004,0.269853774000012
autoencoder,mantel/test/mantel_0355.obj,250,28625,65.536,0.48828125,4.379589963280294,13.97705078125,0.07736119867057703,0.08834231499997713,0.3946490759999506
autoencoder,mantel/test/mantel_0356.obj,252,28709,65.01587301587301,0.4921875,4.384392180818571,14.01806640625,0.10554831612826363,0.06075307399999019,0.3175533720000203
autoencoder,mantel/test/mantel_0357.obj,250,28596,65.536,0.48828125,4.367135003054368,13.962890625,0.07239073061182391,0.14874282200003108,0.6905361809999704
autoencoder,mantel/test/mantel_0358.obj,252,28734,65.01587301587301,0.4921875,4.380182926829268,14.0302734375,0.10681941400031303,0.1966205590000527,0.4878110340000603
autoencoder,mantel/test/mantel_0359.obj,252,28678,65.01587301587301,0.4921875,4.371646341463415,14.0029296875,0.11057780762197325,0.3241773979999607,0.42643531199996687
autoencoder,mantel/test/mantel_0360.obj,250,28588,65.536,0.48828125,4.373929008567932,13.958984375,0.08601837601545483,0.23119235600006505,0.5363242249999303
autoencoder,mantel/test/mantel_0361.obj,252,28774,65.01587301587301,0.4921875,4.402386780905752,14.0498046875,0.10241673873121257,0.3786711660000037,0.5181482440000309
autoencoder,mantel/test/mantel_0362.obj,252,28699,65.01587301587301,0.4921875,4.366859403530128,14.01318359375,0.10421570805164393,0.18450755899993965,0.4226638920000596
autoencoder,mantel/test/mantel_0363.obj,252,28709,65.01587301587301,0.4921875,4.368381010346926,14.01806640625,0.10841792493451266,0.21860301200001686,0.43847987200001626
autoencoder,mantel/test/mantel_0364.obj,252,28772,65.01587301587301,0.4921875,4.402080783353733,14.048828125,0.1262316031314018,0.2759687480000821,0.508067608000033
autoencoder,mantel/test/mantel_0365.obj,252,28686,65.01587301587301,0.4921875,4.372865853658537,14.0068359375,0.07839749625820999,0.11370276599996032,0.5619042020000506
autoencoder,mantel/test/mantel_0366.obj,252,28654,65.01587301587301,0.4921875,4.37599266951741,13.9912109375,0.13104582219193922,0.10892914099997597,0.4489833989999852
autoencoder,mantel/test/mantel_0367.obj,250,28622,65.536,0.48828125,4.387185775597793,13.9755859375,0.08500838389273355,0.1357067129999905,0.6624736679999614
autoencoder,mantel/test/mantel_0368.obj,252,28772,65.01587301587301,0.4921875,4.394013439218082,14.048828125,0.07970392719267322,0.11639500499995847,0.6306388900000002
autoencoder,mantel/test/mantel_0369.obj,252,28749,65.01587301587301,0.4921875,4.382469512195122,14.03759765625,0.07023778736174913,0.14054746500005422,0.4406195970000226
autoencoder,mantel/test/mantel_0370.obj,252,28744,65.01587301587301,0.4921875,4.373706634205721,14.03515625,0.06563232690966128,0.19955589000005602,0.6484904269999561
autoencoder,mantel/test/mantel_0371.obj,252,28786,65.01587301587301,0.4921875,4.388109756097561,14.0556640625,0.09271811966075685,0.21575638599995273,0.40464689299994916
autoencoder,mantel/test/mantel_0372.obj,252,28703,65.01587301587301,0.4921875,4.367468046256847,14.01513671875,0.06116837140202051,0.1251278170000205,0.36687276400004976
autoencoder,mantel/test/mantel_0373.obj,250,28530,65.536,0.48828125,4.389230769230769,13.9306640625,0.1206820189111891,0.41314292200002,0.415981294000062
autoencoder,mantel/test/mantel_0374.obj,234,27507,70.01709401709402,0.45703125,4.335907944514502,13.43115234375,0.10838143149304257,0.11108378000005814,0.5624332690000529
autoencoder,mantel/test/mantel_0375.obj,250,28590,65.536,0.48828125,4.374235006119951,13.9599609375,0.08222939513687869,0.17031145000009928,0.4776123579999876
autoencoder,mantel/test/mantel_0376.obj,252,28732,65.01587301587301,0.4921875,4.387904703726329,14.029296875,0.06544160856927114,0.31644700600008946,0.44923678399993605
autoencoder,mantel/test/mantel_0377.obj,248,28433,66.06451612903226,0.484375,4.3662469287469285,13.88330078125,0.09275388506240831,0.10113867800009757,0.5872542229999453
autoencoder,mantel/test/mantel_0378.obj,252,28712,65.01587301587301,0.4921875,4.3688374923919655,14.01953125,0.06813182389528613,0.18387886700008949,0.40533574599999156
autoencoder,mantel/test/mantel_0379.obj,252,28761,65.01587301587301,0.4921875,4.384298780487805,14.04345703125,0.09342428525991384,0.16246344400008184,0.3567111739999973
autoencoder,mantel/test/mantel_0380.obj,250,28596,65.536,0.48828125,4.367135003054368,13.962890625,0.09134821776100172,0.11303332499994667,0.5115727609999112
autoencoder,mantel/test/mantel_0381.obj,250,28614,65.536,0.48828125,4.385959534028204,13.9716796875,0.08745542856585259,0.18842386599999372,0.4376341509999975
autoencoder,mantel/test/mantel_0382.obj,252,28676,65.01587301587301,0.4921875,4.363359707851491,14.001953125,0.08188395768575141,0.15919055999995635,0.4543384270000388
autoencoder,mantel/test/mantel_0383.obj,252,28690,65.01587301587301,0.4921875,4.373475609756097,14.0087890625,0.10059810109768658,0.17007659399996555,0.42558650499995565
autoencoder,mantel/test/mantel_0384.obj,250,28547,65.536,0.48828125,4.36765605875153,13.93896484375,0.13412917388856202,0.11487683699999707,0.5281729850000829
autoencoder,monitor/test/monitor_0466.obj,252,28710,65.01587301587301,0.4921875,4.368533171028607,14.0185546875,0.05845930951732205,0.18726795899999615,0.43132658700005777
autoencoder,monitor/test/monitor_0467.obj,250,28530,65.536,0.48828125,4.373083997547517,13.9306640625,0.16604939210549266,0.3274303579999014,0.7176771550000467
autoencoder,monitor/test/monitor_0468.obj,252,28714,65.01587301587301,0.4921875,4.38515577275504,14.0205078125,0.08378993032562948,0.19365152400007446,0.5131353440000339
autoencoder,monitor/test/monitor_0469.obj,250,28531,65.536,0.48828125,4.365208078335374,13.93115234375,0.08271197849764107,0.14394078400005128,0.6346422839999377
